SeqName	Length	Description	GO IDs
FAGR_UCONN_13047	172	KAF3958686.1hypothetical protein CMV_016430	
FAGR_UCONN_13048	230	RVW62830.1putative mitochondrial protein	GO:0003676;GO:0008270
FAGR_UCONN_13049	580	XP_030946844.1serine hydroxymethyltransferase 7	GO:0006565;GO:0019264;GO:0032259;GO:0035999;GO:0046655;GO:0004372;GO:0008168;GO:0008270;GO:0030170;GO:0070905;GO:0005737
FAGR_UCONN_13050	168	XP_040993325.1non-specific lipid transfer protein GPI-anchored 2-like	GO:0016020
FAGR_UCONN_13051	868	XP_030945067.1probable disease resistance protein At4g27220	GO:0006952;GO:0098542;GO:0016887;GO:0043531;GO:0016020
FAGR_UCONN_13052	72	"XP_023885908.1vacuolar-sorting receptor 6-like, partial"	GO:0015031;GO:0005509;GO:0005794;GO:0016020
FAGR_UCONN_13053	180	KAF9666637.1hypothetical protein SADUNF_Sadunf16G0249600	GO:0016020
FAGR_UCONN_13054	250	"XP_023899888.1suppressor of mec-8 and unc-52 protein homolog 2-like, partial"	GO:0000398;GO:0016607
FAGR_UCONN_13055	1110	"XP_050274753.1phytyl ester synthase 1, chloroplastic-like isoform X1"	GO:0009058;GO:0008374
FAGR_UCONN_13056	179	POE45673.1endochitinase	GO:0071704
FAGR_UCONN_13057	133	XP_023919036.1CBL-interacting protein kinase 1-like	GO:0007165;GO:0016310;GO:0004674;GO:0005524;GO:0106310
FAGR_UCONN_13058	205	XP_023908232.1uncharacterized protein LOC112019920	
FAGR_UCONN_13059	195	KAF3947482.1hypothetical protein CMV_026389	GO:0009653;GO:0009664;GO:0005576;GO:0016020
FAGR_UCONN_13060	208	XP_030939600.1uncharacterized protein LOC115964430	
FAGR_UCONN_13061	1341	POF24627.1putative disease resistance protein	GO:0050832;GO:0016887;GO:0043531
FAGR_UCONN_13062	415	XP_050273752.1AP-3 complex subunit mu isoform X1	GO:0006886;GO:0006897;GO:0009630;GO:0030131;GO:0031410
FAGR_UCONN_13063	815	XP_030950900.1pentatricopeptide repeat-containing protein At1g76280	
FAGR_UCONN_13064	594	XP_030953802.1callose synthase 3-like isoform X2	GO:0006075;GO:0003843;GO:0000148
FAGR_UCONN_13065	118	XP_030937543.1uncharacterized protein LOC115962810	
FAGR_UCONN_13066	517	XP_023885085.1O-glucosyltransferase rumi homolog isoform X2	GO:0016020
FAGR_UCONN_13067	172	KAF3973124.1hypothetical protein CMV_003435	GO:0016853;GO:0016020
FAGR_UCONN_13068	895	XP_050243826.1protein DEFECTIVE IN EXINE FORMATION 1	GO:0016020
FAGR_UCONN_13069	79	XP_010447946.1PREDICTED: MDIS1-interacting receptor like kinase 1-like	GO:0016310;GO:0004674;GO:0005524;GO:0016020
FAGR_UCONN_13070	212	KAF3964098.1hypothetical protein CMV_011575	GO:0016020
FAGR_UCONN_13071	203	XP_038988320.1uncharacterized protein LOC103698532 isoform X4	GO:0005488
FAGR_UCONN_13072	435	XP_023893069.1CCR4-NOT transcription complex subunit 11	GO:0031047;GO:0005634;GO:0005737;GO:0030014
FAGR_UCONN_13073	746	XP_023870602.1oligopeptide transporter 2-like	GO:0015031;GO:0035672;GO:0035673;GO:0016020
FAGR_UCONN_13074	372	XP_050245231.1uncharacterized protein LOC126693332	GO:0006552;GO:0046951;GO:0004419
FAGR_UCONN_13075	140	XP_023895467.1uncharacterized protein LOC112007364	
FAGR_UCONN_13076	105	POE62013.1isoform 2 of beta-glucosidase 17	GO:0008152;GO:0016798
FAGR_UCONN_13077	528	CAD1840527.1unnamed protein product	GO:0016310;GO:0000166;GO:0004672;GO:0005524;GO:0016301;GO:0016020
FAGR_UCONN_13078	293	POE85877.1e3 ubiquitin-protein ligase	GO:0004842;GO:0008270
FAGR_UCONN_13079	283	XP_050247714.1probable LRR receptor-like serine/threonine-protein kinase At1g53430 isoform X3	GO:0004672;GO:0005524;GO:0016020
FAGR_UCONN_13080	1313	XP_030973650.1protein PRD1 isoform X1	GO:0042138
FAGR_UCONN_13081	350	XP_030931282.1GDSL esterase/lipase At2g40250	GO:0003723;GO:0016788;GO:0005840;GO:1990904
FAGR_UCONN_13082	256	GKU92312.1hypothetical protein SLEP1_g6057	GO:0071897;GO:0003676;GO:0003887;GO:0008270;GO:0016020
FAGR_UCONN_13083	301	XP_023871529.1serine/threonine-protein phosphatase PP1-like	GO:0016310;GO:0004672;GO:0005524;GO:0017018;GO:0005634;GO:0005737
FAGR_UCONN_13084	623	XP_023920059.1probable methyltransferase PMT2	GO:0032259;GO:0008757;GO:0005737;GO:0016020
FAGR_UCONN_13085	447	KAG6651160.1hypothetical protein CIPAW_06G091700	GO:0005488
FAGR_UCONN_13086	191	XP_050270436.1bystin	GO:0006364;GO:0030515;GO:0005730;GO:0005737;GO:0030688
FAGR_UCONN_13087	78	XP_022732689.1meiotic nuclear division protein 1 homolog	GO:0006302;GO:0007131;GO:0009553;GO:0009555;GO:0010212;GO:0003690;GO:0005634
FAGR_UCONN_13088	71	XP_023878537.1RNA-binding protein 25 isoform X4	GO:0006397;GO:0003723;GO:0005634
FAGR_UCONN_13089	586	XP_050291853.1FRIGIDA-like protein 3	GO:0009908;GO:0030154
FAGR_UCONN_13090	455	XP_041012358.1uncharacterized protein LOC121255879 isoform X1	GO:0016020
FAGR_UCONN_13091	496	KAE7997199.1hypothetical protein FH972_001854	GO:0016020
FAGR_UCONN_13092	314	XP_030944373.1very-long-chain aldehyde decarbonylase CER1-like isoform X2	GO:0008610;GO:0005506;GO:0016491;GO:0016020
FAGR_UCONN_13093	589	XP_050284401.1hypothetical protein At1g04090-like	
FAGR_UCONN_13094	191	GAV65970.1zf-CCHC domain-containing protein/DUF4219 domain-containing protein/UBN2 domain-containing protein	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_13095	194	KAI8027926.1hypothetical protein LOK49_LG02G02112	GO:0006488;GO:0006952;GO:0017148;GO:0035821;GO:0003723;GO:0016787;GO:0030598;GO:0090729;GO:0016020
FAGR_UCONN_13096	354	XP_040986761.1receptor-like serine/threonine-protein kinase At1g78530	GO:0016310;GO:0004674;GO:0005524;GO:0005886
FAGR_UCONN_13097	341	KAG6651160.1hypothetical protein CIPAW_06G091700	GO:0005488
FAGR_UCONN_13098	348	XP_030952228.1uncharacterized protein LOC115975549 isoform X1	
FAGR_UCONN_13099	354	POF21785.1putative disease resistance protein	GO:0006952;GO:0051707;GO:0043531
FAGR_UCONN_13100	325	XP_028051448.1glutathione S-transferase T3-like	GO:0016740
FAGR_UCONN_13101	588	XP_023927062.1receptor protein kinase TMK1-like	GO:0016301
FAGR_UCONN_13102	337	"XP_042983398.1uncharacterized protein LOC122312814, partial"	
FAGR_UCONN_13103	541	XP_023880135.1beta-glucosidase 13-like isoform X1	GO:0005975;GO:0004553
FAGR_UCONN_13104	395	XP_050279399.1transcription factor JUNGBRUNNEN 1	GO:0006355;GO:0003677
FAGR_UCONN_13105	325	XP_023876554.1cysteine synthase	GO:0006535;GO:0004124
FAGR_UCONN_13106	589	RVW98982.1Retrovirus-related Pol polyprotein from transposon RE1	GO:0003676;GO:0008270
FAGR_UCONN_13107	590	XP_040988895.1uncharacterized protein LOC121236516	GO:0004309;GO:0005737
FAGR_UCONN_13108	655	KAF3956356.1hypothetical protein CMV_018506	GO:0015031;GO:0016973;GO:0000822;GO:0005543;GO:0031369;GO:0005737;GO:0044614
FAGR_UCONN_13109	227	XP_050252123.1protein IQ-DOMAIN 21	GO:0110165
FAGR_UCONN_13110	122	XP_030925445.1uncharacterized protein LOC115952414	
FAGR_UCONN_13111	183	PON84470.1Transmembrane protein	GO:0016020
FAGR_UCONN_13112	296	KAF3973763.1hypothetical protein CMV_002834	
FAGR_UCONN_13113	359	POF12205.1uncharacterized protein CFP56_41551	GO:0003676;GO:0008270
FAGR_UCONN_13114	118	KAF3954113.1hypothetical protein CMV_020503	GO:0016020
FAGR_UCONN_13115	1185	RVW39051.1Retrovirus-related Pol polyprotein from transposon TNT 1-94	GO:0005488
FAGR_UCONN_13116	177	KAJ1439042.1Spermidine/spermine synthase	GO:0008295;GO:0004766;GO:0008757;GO:0005829
FAGR_UCONN_13117	125	KAF3965354.1hypothetical protein CMV_010446	GO:0006413;GO:0045893;GO:0051123;GO:0003713;GO:0003743;GO:0046982;GO:0005669
FAGR_UCONN_13118	810	KAF5475573.1hypothetical protein F2P56_007367	GO:0015074;GO:0003676
FAGR_UCONN_13119	437	POF09760.1hypothetical protein CFP56_21398	GO:0016772
FAGR_UCONN_13120	663	XP_030974011.1ABC transporter G family member 11-like isoform X1	GO:0055085;GO:0005524;GO:0016887;GO:0140359;GO:0016020
FAGR_UCONN_13121	531	"XP_030934366.1soluble starch synthase 1, chloroplastic/amyloplastic"	GO:0009960;GO:0010021;GO:0019252;GO:0004373;GO:0009501;GO:0009507;GO:0016020
FAGR_UCONN_13122	815	KAF3944316.1hypothetical protein CMV_029203	GO:0006511;GO:0016567;GO:0031625;GO:0031461
FAGR_UCONN_13123	292	GAU22905.1hypothetical protein TSUD_377170	GO:0005488
FAGR_UCONN_13124	193	"XP_021906024.1imidazole glycerol phosphate synthase hisHF, chloroplastic-like, partial"	GO:0008652;GO:0000107;GO:0016787;GO:0016829;GO:0110165
FAGR_UCONN_13125	924	XP_050277372.1la-related protein 1A	GO:0048255;GO:0000339
FAGR_UCONN_13126	2504	XP_050266891.1uncharacterized protein LOC126710467 isoform X2	
FAGR_UCONN_13127	1199	XP_050266489.1uncharacterized protein LOC126710155	GO:0030246;GO:0005789
FAGR_UCONN_13128	278	XP_030929244.1probable terpene synthase 9	GO:0010333;GO:0046872
FAGR_UCONN_13129	573	XP_030925047.1protein NRT1/ PTR FAMILY 2.7-like	GO:0006857;GO:0055085;GO:0022857;GO:0005886
FAGR_UCONN_13130	220	XP_008384347.1citrate-binding protein-like	GO:0008270;GO:0016616;GO:0030246
FAGR_UCONN_13131	466	KAF3959994.1hypothetical protein CMV_015253	GO:0009451;GO:0003723
FAGR_UCONN_13132	230	XP_030968240.1bifunctional epoxide hydrolase 2-like	GO:0016787
FAGR_UCONN_13133	296	XP_050261259.1uncharacterized protein LOC126706042	GO:0006355;GO:0070176
FAGR_UCONN_13134	79	CAA10232.1metallothionein-like protein class II	GO:0046872
FAGR_UCONN_13135	107	XP_050249852.1cytochrome P450 76T24-like isoform X3	GO:0004497;GO:0005506;GO:0016705;GO:0020037
FAGR_UCONN_13136	445	XP_050262277.1RING-H2 finger protein ATL43	GO:0016020
FAGR_UCONN_13137	167	"XP_023915838.1iron-sulfur assembly protein IscA-like 2, mitochondrial"	GO:0016226;GO:0106035;GO:0005506;GO:0051537;GO:0051539;GO:0005739
FAGR_UCONN_13138	93	KAI7985434.1Hydroxyphenylpyruvate reductase	GO:0016616;GO:0051287
FAGR_UCONN_13139	187	"PNX89702.1gag-pol polyprotein, partial"	GO:0071897;GO:0003676;GO:0016787;GO:0034061
FAGR_UCONN_13140	255	"XP_030952518.1small ribosomal subunit protein S13, mitochondrial-like"	GO:0006412;GO:0003723;GO:0003735;GO:0005509;GO:0005739;GO:0015935
FAGR_UCONN_13141	375	XP_050247617.1uncharacterized protein LOC126695050	GO:0032259;GO:0016279;GO:0005739;GO:0005840
FAGR_UCONN_13142	974	KAF3971794.1hypothetical protein CMV_004657	GO:0005975;GO:0051060
FAGR_UCONN_13143	224	POE74160.150s ribosomal protein l20	GO:0000027;GO:0006412;GO:0003735;GO:0019843;GO:0005761;GO:1990904
FAGR_UCONN_13144	140	"XP_050269643.150S ribosomal protein L22, chloroplastic-like"	GO:0003723;GO:0005840;GO:1990904
FAGR_UCONN_13145	227	XP_050253492.1chloride conductance regulatory protein ICln	GO:0000387;GO:0006821;GO:0006884;GO:0045292;GO:0005681;GO:0005829;GO:0005886;GO:0034709;GO:0034715
FAGR_UCONN_13146	233	XP_023892854.160S ribosomal protein L6-1-like isoform X1	GO:0000027;GO:0002181;GO:0003723;GO:0003735;GO:0022625
FAGR_UCONN_13147	551	XP_023910039.1protein NUCLEAR FUSION DEFECTIVE 4-like	GO:0006817;GO:0016020
FAGR_UCONN_13148	754	XP_023884028.1uncharacterized protein LOC111996304	GO:0009251;GO:0008422;GO:0005576;GO:0016020
FAGR_UCONN_13149	313	XP_023905824.1protein DMR6-LIKE OXYGENASE 2-like	GO:0016491;GO:0046872
FAGR_UCONN_13150	256	XP_050262010.1uncharacterized protein LOC126706531 isoform X2	GO:0045489;GO:0047262;GO:0016020
FAGR_UCONN_13151	483	KAF3965636.1hypothetical protein CMV_010204	GO:0034220;GO:0015276;GO:0038023;GO:0005886
FAGR_UCONN_13152	671	XP_030960435.1probable metal-nicotianamine transporter YSL7	GO:0035672;GO:0003676;GO:0003724;GO:0005524;GO:0016787;GO:0035673;GO:0016020
FAGR_UCONN_13153	212	XP_050250328.1glutathione S-transferase DHAR2-like	GO:0033355;GO:0098869;GO:0004364;GO:0045174
FAGR_UCONN_13154	536	XP_050249902.1ATP-dependent DNA helicase 2 subunit KU80 isoform X1	GO:0000723;GO:0006303;GO:0006310;GO:0032508;GO:0003678;GO:0003684;GO:0003690;GO:0005524;GO:0016787;GO:0042162;GO:0043564
FAGR_UCONN_13155	1036	XP_030942292.1calmodulin-binding transcription activator 2 isoform X1	GO:0006357;GO:0003690;GO:0003712;GO:0005516;GO:0005634
FAGR_UCONN_13156	2174	XP_023881985.1uncharacterized protein LOC111994348 isoform X1	GO:0006397;GO:0008380;GO:0080009;GO:0005634;GO:0036396
FAGR_UCONN_13157	176	"XP_030924118.1iron-sulfur assembly protein IscA, chloroplastic"	GO:0016226;GO:0030674;GO:0051536;GO:0009570
FAGR_UCONN_13158	194	KAF3947561.1hypothetical protein CMV_026321	GO:0006355;GO:0000976;GO:0003700;GO:0031490;GO:0043621;GO:0005654;GO:0048471
FAGR_UCONN_13159	496	XP_050245937.1lupeol synthase-like	GO:0016104;GO:0031559;GO:0005811
FAGR_UCONN_13160	296	KAF3975810.1hypothetical protein CMV_000961	GO:0055085;GO:0016020
FAGR_UCONN_13161	435	KAF3952475.1hypothetical protein CMV_021972	GO:0008289;GO:0016020
FAGR_UCONN_13162	457	XP_050257354.1uncharacterized protein LOC126702634	GO:0042273;GO:0005730;GO:0030687
FAGR_UCONN_13163	295	XP_050258753.1NAC domain-containing protein 41-like	GO:0006355;GO:0003677
FAGR_UCONN_13164	296	"XP_023925821.1protein FLUORESCENT IN BLUE LIGHT, chloroplastic-like isoform X2"	GO:0015995;GO:0016020
FAGR_UCONN_13165	163	GAV65970.1zf-CCHC domain-containing protein/DUF4219 domain-containing protein/UBN2 domain-containing protein	GO:0003676;GO:0008270
FAGR_UCONN_13166	281	KAE7999274.1hypothetical protein FH972_003723	GO:0044237;GO:0000166;GO:0004672
FAGR_UCONN_13167	238	"XP_038973211.1uncharacterized protein LOC120105118, partial"	GO:0015074;GO:0003676;GO:0016020
FAGR_UCONN_13168	699	XP_030951808.1uncharacterized protein LOC115975243 isoform X1	
FAGR_UCONN_13169	711	XP_030943152.1polyadenylate-binding protein 8-like	GO:0003730;GO:0008143;GO:0008266;GO:0005634;GO:0005829;GO:1990904
FAGR_UCONN_13170	492	XP_030950937.1catalase isozyme 3-like isoform X2	GO:0042542;GO:0042744;GO:0098869;GO:0004096;GO:0020037;GO:0046872;GO:0005777;GO:0005886
FAGR_UCONN_13171	202	KAE8038550.1hypothetical protein FH972_011049	GO:0016020
FAGR_UCONN_13172	460	"XP_023892083.1fructose-1,6-bisphosphatase, chloroplastic-like"	GO:0005986;GO:0006000;GO:0006002;GO:0006094;GO:0030388;GO:0016491;GO:0042132;GO:0046872;GO:0005829
FAGR_UCONN_13173	992	XP_050276714.1uncharacterized protein LOC126718519 isoform X3	GO:0006203;GO:0005524;GO:0008832;GO:0005634
FAGR_UCONN_13174	351	"XP_050249590.150S ribosomal protein L3, chloroplastic"	GO:0006412;GO:0003729;GO:0003735;GO:0005840;GO:1990904
FAGR_UCONN_13175	231	KAF3969352.1hypothetical protein CMV_006847	GO:0006508;GO:0004252
FAGR_UCONN_13176	592	KAF3947541.1hypothetical protein CMV_026339	GO:0003924;GO:0005525;GO:0008017;GO:0005737;GO:0005874;GO:0016020
FAGR_UCONN_13177	328	XP_050253379.1glycerophosphodiester phosphodiesterase GDPD4 isoform X2	GO:0006071;GO:0006629;GO:0008889;GO:0016020
FAGR_UCONN_13178	282	KAF3960569.1hypothetical protein CMV_014726	GO:0016024;GO:0032049;GO:0004605;GO:0005743
FAGR_UCONN_13179	589	KAF3965242.1hypothetical protein CMV_010552	GO:0009451;GO:0003723;GO:0008270
FAGR_UCONN_13180	490	XP_050250260.1ethylene-responsive transcription factor RAP2-7-like	GO:0006355;GO:0003677;GO:0003700;GO:0005634
FAGR_UCONN_13181	459	XP_023919993.1serine/threonine-protein kinase D6PKL1-like	GO:0016310;GO:0004674;GO:0005524;GO:0005634;GO:0005737;GO:0005886
FAGR_UCONN_13182	164	XP_030929057.1LOB domain-containing protein 12-like	
FAGR_UCONN_13183	101	XP_023870388.1DET1- and DDB1-associated protein 1	GO:0009788;GO:0032436;GO:0005634;GO:0080008
FAGR_UCONN_13184	147	XP_041011810.1hemiasterlin resistant protein 1	GO:0007005;GO:0005634;GO:0005739
FAGR_UCONN_13185	230	XP_050239096.1uncharacterized protein LOC126688441	
FAGR_UCONN_13186	597	XP_030958889.1ABC transporter F family member 1	GO:0005524;GO:0016887;GO:0009536
FAGR_UCONN_13187	1127	KAF3943474.1hypothetical protein CMV_029975	
FAGR_UCONN_13188	374	KAF3952418.1hypothetical protein CMV_022017	
FAGR_UCONN_13189	756	KAF3964564.1hypothetical protein CMV_011159	GO:0016310;GO:0004672;GO:0005524;GO:0016020
FAGR_UCONN_13190	410	POE95096.1pectinesterase/pectinesterase inhibitor ppe8b	GO:0042545;GO:0045490;GO:0030599;GO:0045330;GO:0005576
FAGR_UCONN_13191	189	XP_050292321.1glyoxylase I 4-like	GO:0016740
FAGR_UCONN_13192	179	KAJ0014960.1hypothetical protein Pint_19906	GO:0016811
FAGR_UCONN_13193	110	KAE8099578.1hypothetical protein FH972_017549	GO:1902600;GO:0046961;GO:0016471
FAGR_UCONN_13194	325	KAG5547649.1hypothetical protein RHGRI_013370	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_13195	119	KAA8531407.1hypothetical protein F0562_006097	GO:0006952;GO:0009607;GO:0009738;GO:0004864;GO:0010427;GO:0038023;GO:0005634;GO:0005737
FAGR_UCONN_13196	208	KAF3943949.1hypothetical protein CMV_029538	GO:0016020
FAGR_UCONN_13197	333	XP_050249831.1glyoxylate/hydroxypyruvate reductase HPR3-like	GO:0016618;GO:0030267;GO:0051287;GO:0005829
FAGR_UCONN_13198	365	KAF3945426.1hypothetical protein CMV_028199	
FAGR_UCONN_13199	395	KAH7548013.1hypothetical protein JRO89_XS14G0053600	GO:0071421;GO:0010486;GO:0016020
FAGR_UCONN_13200	244	"XP_030938422.1inositol 1,3,4-trisphosphate 5/6-kinase 4-like isoform X7"	GO:0016310;GO:0032957;GO:0000287;GO:0005524;GO:0047325;GO:0052725;GO:0052726
FAGR_UCONN_13201	351	XP_023899819.1probable WRKY transcription factor 53	GO:0006355;GO:0003700;GO:0043565;GO:0005634
FAGR_UCONN_13202	273	XP_050282405.1uncharacterized protein LOC126723154	
FAGR_UCONN_13203	609	XP_023910038.1sterol 3-beta-glucosyltransferase UGT80A2-like	GO:0005975;GO:0030259;GO:0016906
FAGR_UCONN_13204	214	XP_038988320.1uncharacterized protein LOC103698532 isoform X4	GO:0015074;GO:0003676
FAGR_UCONN_13205	684	XP_050246949.1disease resistance protein At4g27190-like	GO:0006952;GO:0043531;GO:0016020
FAGR_UCONN_13206	145	XP_023886688.1histone acetyltransferase GCN5-like	GO:0006338;GO:0045944;GO:0010484;GO:0000123
FAGR_UCONN_13207	143	XP_050289029.1uncharacterized protein LOC126727401	GO:0005840
FAGR_UCONN_13208	1244	XP_030959491.1putative lysine-specific demethylase JMJ16	GO:0006338;GO:0006355;GO:0022414;GO:0032259;GO:0048731;GO:0008168;GO:0034647;GO:0000785;GO:0005634
FAGR_UCONN_13209	951	XP_023892509.1coatomer subunit beta-1-like	GO:0006886;GO:0006888;GO:0006891;GO:0005198;GO:0000139;GO:0030126
FAGR_UCONN_13210	457	XP_050283869.1polygalacturonase	GO:0009901;GO:0010047;GO:0045490;GO:0004650
FAGR_UCONN_13211	162	XP_030956203.1uncharacterized protein LOC115978324 isoform X1	GO:0016020
FAGR_UCONN_13212	1598	KAH9649399.1Endonuclease	
FAGR_UCONN_13213	753	RVW98982.1Retrovirus-related Pol polyprotein from transposon RE1	GO:0003676;GO:0008270
FAGR_UCONN_13214	757	KAF3968943.1hypothetical protein CMV_007220	GO:0030639;GO:0003729;GO:0016747
FAGR_UCONN_13215	232	XP_023901118.1protein SRG1-like	GO:1901576;GO:0016705;GO:0046872
FAGR_UCONN_13216	446	KAF5749199.1hypothetical protein HS088_TW04G01162	GO:0016310;GO:0004672;GO:0005524;GO:0016301;GO:0016740;GO:0005886;GO:0016020
FAGR_UCONN_13217	1757	KAF3955110.1hypothetical protein CMV_019635	GO:0015031;GO:0032012;GO:0005085;GO:0005802;GO:0005829;GO:0016020
FAGR_UCONN_13218	251	XP_052294944.1uncharacterized protein LOC102626655 isoform X5	
FAGR_UCONN_13219	230	XP_023894419.1CTP synthase-like	GO:0006541;GO:0009733;GO:0009793;GO:0044210;GO:0003883;GO:0005524;GO:0005829
FAGR_UCONN_13220	211	CAN71941.1hypothetical protein VITISV_038912	GO:0000166;GO:0003676;GO:0003723;GO:0003724;GO:0004386;GO:0005524;GO:0016787;GO:0005730
FAGR_UCONN_13221	395	XP_030947161.1magnesium transporter MRS2-I-like isoform X1	GO:1903830;GO:0015095;GO:0016020
FAGR_UCONN_13222	486	KAF3962345.1hypothetical protein CMV_013135	GO:0006096;GO:0010090;GO:0000287;GO:0004634;GO:0000015;GO:0009507
FAGR_UCONN_13223	339	KAF3966059.1hypothetical protein CMV_009806	GO:0000184;GO:0006260;GO:0006281;GO:0006397;GO:0006417;GO:0008380;GO:0051028;GO:0071897;GO:0003684;GO:0003729;GO:0003887;GO:0046872;GO:0005737;GO:0035145
FAGR_UCONN_13224	460	XP_030954472.1myb family transcription factor EFM	GO:0006355;GO:0003677;GO:0003700;GO:0005634
FAGR_UCONN_13225	654	KAF3955573.1hypothetical protein CMV_019212	GO:0004497;GO:0046872
FAGR_UCONN_13226	134	KAF3976495.1hypothetical protein CMV_000319	GO:0015031;GO:0016020
FAGR_UCONN_13227	315	KAB9521963.1hypothetical protein FH972_027040	GO:0006979;GO:0042744;GO:0098869;GO:0020037;GO:0046872;GO:0140825;GO:0005576
FAGR_UCONN_13228	324	XP_023885905.1GDSL esterase/lipase At1g29670-like	GO:0016788
FAGR_UCONN_13229	1257	XP_023872179.1WD repeat-containing protein 11 isoform X3	GO:0005737
FAGR_UCONN_13230	530	XP_050267845.1lysine histidine transporter-like 8	GO:0003333;GO:0009734;GO:0015171;GO:0015293;GO:0016020
FAGR_UCONN_13231	257	XP_022142910.140S ribosomal protein S9-2	GO:0006412;GO:0042274;GO:0003735;GO:0019843;GO:0022627
FAGR_UCONN_13232	501	POF23697.1protein sensitivity to red light reduced 1	GO:0006355;GO:0007017;GO:0003676;GO:0004523;GO:0046983;GO:0005634;GO:0005737
FAGR_UCONN_13233	348	KAF3962258.1hypothetical protein CMV_013201	GO:0016020
FAGR_UCONN_13234	545	KAF3963134.1hypothetical protein CMV_012444	
FAGR_UCONN_13235	530	"PRQ57104.1putative nucleotidyltransferase, Ribonuclease H"	GO:0015074;GO:0003676;GO:0008270;GO:0016779;GO:0016787
FAGR_UCONN_13236	470	XP_023898493.1uncharacterized protein LOC112010380	
FAGR_UCONN_13237	107	KAH9763228.1glycerophosphocholine acyltransferase 1	GO:0006629;GO:0006656;GO:0016740;GO:0016746;GO:0016020
FAGR_UCONN_13238	885	KAF3962530.1hypothetical protein CMV_012963	GO:0042176;GO:0043161;GO:0030234;GO:0005634;GO:0008540;GO:0034515
FAGR_UCONN_13239	509	XP_030941144.1calmodulin-binding protein 60 A isoform X1	GO:0080142;GO:0003700;GO:0005516;GO:0043565;GO:0005634
FAGR_UCONN_13240	622	XP_050256394.1probable inactive purple acid phosphatase 27	GO:0003993;GO:0046872
FAGR_UCONN_13241	213	POE74130.1bifunctional nitrilase/nitrile hydratase nit4a	GO:0003824
FAGR_UCONN_13242	115	XP_050265689.1dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	GO:0006487;GO:0016757;GO:0008250
FAGR_UCONN_13243	180	KAF3976411.1hypothetical protein CMV_000384	GO:0006355;GO:0030154;GO:0000976;GO:0005634
FAGR_UCONN_13244	141	KAF3952721.1hypothetical protein CMV_021751	GO:0016020
FAGR_UCONN_13245	377	XP_023882302.1uncharacterized protein LOC111994640	GO:0008289;GO:0016020
FAGR_UCONN_13246	478	XP_023876553.1U-box domain-containing protein 62-like	GO:0016567;GO:0004842
FAGR_UCONN_13247	457	KAF3956853.1hypothetical protein CMV_018066	
FAGR_UCONN_13248	548	XP_030934073.1FRIGIDA-like protein 3	GO:0009908;GO:0030154
FAGR_UCONN_13249	180	KAG1348074.1putative Serine/threonine-protein phosphatase 7 long form	GO:0010073;GO:0048507;GO:0008270;GO:0016787;GO:0046872
FAGR_UCONN_13250	218	KAF3948873.1hypothetical protein CMV_025179	GO:0006384;GO:0008380;GO:0003677;GO:0005666
FAGR_UCONN_13251	699	XP_028071749.1uncharacterized protein LOC114274078	GO:0006807;GO:0043170;GO:0044237;GO:0044238;GO:0097159
FAGR_UCONN_13252	253	KAF3967820.1hypothetical protein CMV_008222	GO:0006606;GO:0008139;GO:0031267;GO:0061608;GO:0005634;GO:0005737;GO:0016020
FAGR_UCONN_13253	212	XP_023902086.1calmodulin-binding protein 60 B	GO:0006355;GO:0080142;GO:0003700;GO:0005516;GO:0043565;GO:0005634;GO:0016020
FAGR_UCONN_13254	938	POE48967.1hypothetical protein CFP56_49431	
FAGR_UCONN_13255	297	XP_030927914.1uncharacterized protein LOC115954152	GO:0016020
FAGR_UCONN_13256	445	XP_050262750.1lysine histidine transporter-like 8 isoform X2	GO:0006865;GO:0009734;GO:0055085;GO:0015293;GO:0016020
FAGR_UCONN_13257	312	XP_050286645.1uncharacterized protein LOC126725774	
FAGR_UCONN_13258	812	POF27273.1denn domain-containing protein 5b	
FAGR_UCONN_13259	171	KAF3945550.1hypothetical protein CMV_028088	GO:0050896
FAGR_UCONN_13260	298	XP_023890839.1putative casein kinase II subunit beta-4 isoform X1	GO:0016310;GO:0016301;GO:0019887;GO:0005737;GO:0005956
FAGR_UCONN_13261	556	XP_023916725.1L-type lectin-domain containing receptor kinase S.4-like	GO:0002229;GO:0009987;GO:0042742;GO:0000166;GO:0004675;GO:0005886
FAGR_UCONN_13262	368	KAF3969292.1hypothetical protein CMV_006900	GO:0008375
FAGR_UCONN_13263	150	XP_030928507.1putative RING-H2 finger protein ATL69	GO:0016020
FAGR_UCONN_13264	867	XP_023901434.1uncharacterized protein LOC112013267	
FAGR_UCONN_13265	228	XP_050269665.1uncharacterized protein LOC126713831	
FAGR_UCONN_13266	125	XP_050254210.1uncharacterized protein LOC126700220	
FAGR_UCONN_13267	255	XP_023875024.1transcriptional regulator SUPERMAN-like	
FAGR_UCONN_13268	218	XP_041010729.1transmembrane emp24 domain-containing protein p24delta9-like	GO:0006886;GO:0006888;GO:0007030;GO:0005783;GO:0005793;GO:0005794;GO:0016020;GO:0030134
FAGR_UCONN_13269	1134	XP_030945569.1death-inducer obliterator 1-like	GO:0006351;GO:0005634
FAGR_UCONN_13270	485	KAF3947673.1hypothetical protein CMV_026224	GO:0006511;GO:0016567;GO:0061630;GO:0005737
